e1,e2,label,group_id,platform,query
ZOTAC GAMING GeForce RTX 5070 Twin Edge 顯示卡,ZOTAC GeForce RTX 5070 Twin Edge OC 顯示卡,0,TP00027900001112,pchome,rtx5070
MEEBOOK M6C 6 吋彩色電子閱讀器,MEEBOOK M7 6.8 吋電子閱讀器,0,14212378,pchome,reader
LONEPINE 加大款 可拼接可機洗舒適透氣信封睡袋 可拼接PRO款/方形睡袋/睡袋/冬季/保暖/露營(兩色任選),LONEPINE 絕美押花限定 可機洗全開式保暖睡袋 防水極地PRO款/睡袋/冬季/保暖/露營(兩色任選),0,12059246,pchome,sleepingbag
Naturehike LW180可拼接迷你信封睡袋 加大款,【Naturehike】LW180可拼接迷你信封睡袋 加大款(台灣總代理公司貨),1,9312478,pchome,sleepingbag
ACER 宏碁 VG240Y X1 電競螢幕(24型/FHD/200Hz/0.5ms/IPS),ACER 宏碁 KG271U X1 電競螢幕(27型/2K/200Hz/0.5ms/HDMI/DP/IPS),0,13340054,pchome,acerscreen
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,14045919,pchome,sonyheadphones
Ultra Go Type-C 雙用隨身碟64GB (公司貨),Ultra Go Type-C 雙用隨身碟海灣藍128GB(公司貨),0,12076983,pchome,usb
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,0,TP00075570000024,pchome,sonyheadphones
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,11269293,pchome,sonyheadphones
Logitech 羅技 MX Keys Mini 無線鍵盤 - 玫瑰粉,Logitech 羅技 MX Keys Mini 無線鍵盤 - 簡約白,0,11455870,pchome,logitechkeyboard
EPSON 愛普生 Full HD 智慧迷你雷射投影機1000流明(EF-21R),EPSON 愛普生 Full HD EB-FH06 液晶住商兩用 投影機 3500流明,0,13860374,pchome,projector
Dyson 戴森 V8 SV25 新一代無線吸塵器 升級版【福利品】,【dyson 戴森】V8 SV25 無線吸塵器(經典熱銷款),1,13716679,pchome,dysonvacuumcleaner
Logitech 羅技 MX Mechanical 無線智能機械鍵盤,Logitech 羅技 MX Keys S 無線智能鍵盤 石墨灰,0,10254366,pchome,logitechkeyboard
MSI 微星 PRO MP273QW E2 美型螢幕(27型/2K/HDMI/DP/喇叭/IPS),MSI 微星 電競螢幕首選品牌 G244F E2 平面電競螢幕,0,14108143,pchome,msiscreen
SONY 索尼 WF-C510 真無線藍牙耳機 (公司貨 保固12個月),SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固12個月),0,13237332,pchome,sonyheadphones
HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,HITACHI 日立 4-5坪R32精品系列一對一變頻單冷RAC-28SP/RAS-28YSP含運送+標準安裝+舊機回收,0,13320380,pchome,hitachiairconditioner
BOOX 文石 Go 6 吋電子閱讀器 - 白色,BOOX 文石 Go 10.3 吋電子閱讀器 - 白色,0,13886680,pchome,reader
SONY 索尼 WF-1000XM5 黑色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),0,11657909,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14022101,pchome,reader
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (糖漬粉),0,12697413,pchome,reader
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,14063341,pchome,sonyheadphones
HITACHI 日立 《精品冷暖》變頻分離式冷氣 RAS-36YSP_RAC-36YP,HITACHI 日立 《精品冷暖》變頻分離式冷氣 RAS-71YSP_RAC-71YP,0,10945152,pchome,hitachiairconditioner
HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青),Readmoo 讀墨 7吋 mooInk Nana 彩色電子書閲讀器(玩轉Nana套組),0,14074207,pchome,reader
ACER 宏碁 EK271 P6 節能護眼螢幕(27型/FHD/144Hz/1ms/HDMI/VGA/IPS),ACER 宏碁 EK271 G 護眼抗閃螢幕 (27型/FHD/120Hz/1ms/IPS),0,14443459,pchome,acerscreen
DOCTOR AIR 3D 紓壓按摩椅咖啡色 MC02,按摩椅 家用送禮 全自動電動太空艙 按摩沙發 按摩椅,0,8112870,pchome,massagechair
ESD310C USB3.2/Type C 512GB 雙介面固態行動隨身碟/高速隨身碟-太空黑(TS512GESD310C),ESD310C USB3.2/Type C 256GB 雙介面固態行動隨身碟/高速隨身碟-太空黑(TS256GESD310C),0,11354226,pchome,usb
PHILIPS 飛利浦 LINE莎莉聯名款音波電動牙刷HX2482 贈【西歐科技】藍光噴霧無線消毒槍CME-SK800,【超優惠】副廠 電動牙刷頭(標準刷頭) HX3/6/9系列適用 1卡4入(相容飛利浦 PHILIPS 電動牙刷),0,14045861,pchome,philipstoothbrush
MSI 微星 PRO MP272L 27型 IPS 100Hz 輕薄螢幕,MSI 微星 PRO MP275 27型 IPS 100Hz 平面護眼商用螢幕,0,14207672,pchome,msiscreen
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),0,11752537,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14045919,pchome,sonyheadphones
MSI 微星 PRO MP275PG E14 美型螢幕(27型/FHD/144Hz/IPS/1ms),【MSI 微星】PRO MP275PG E14 27型 IPS 144Hz 美型螢幕(FHD/1ms MPRT/Adaptive-Sync),1,14372153,pchome,msiscreen
SONY 索尼 (福利品)  WF-1000XM5 真無線 入耳式 降噪耳機,SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,11657909,pchome,sonyheadphones
BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,14073077,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14091867,pchome,sonyheadphones
Logitech 羅技 G102 炫彩遊戲滑鼠-黑,Logitech 羅技 LIFT人體工學垂直滑鼠-石墨灰,0,7667886,pchome,logitechmouse
Kleenex 舒潔 16包/箱 濕式衛生紙 (40抽X16包),Kleenex 舒潔 濕式衛生紙 一般款/女性專用款-40抽箱購-2入組,0,9025386,pchome,kleenextoiletpaper
SONY 索尼 [公司貨 保固 12 個月]WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N (公司貨 保固 12 個月),0,TP00072310000332,pchome,sonyheadphones
Logitech 羅技 G PRO 2 LIGHTSPEED 無線電競滑鼠,Logitech 羅技 G304 LIGHTSPEED 無線電競滑鼠 白色,0,13244887,pchome,logitechmouse
Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤,Logitech 羅技 無線鍵鼠組- Pebble Keys 2 K380s 跨平台藍牙鍵盤+M720 多工無線滑鼠,0,12127122,pchome,logitechkeyboard
EPSON 愛普生 WXGA住商兩用高亮彩3LCD投影機3000流明(CO-W01),【EPSON】WXGA住商兩用高亮彩3LCD投影機3000流明(CO-W01),1,11848009,pchome,projector
PHILIPS 飛利浦 官方直營 Sonicare ProtectiveClean 智能護齦音波震動牙刷HX6803/02(電動牙刷),官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/62 (藍鑽)(電動牙刷),0,5549963,pchome,philipstoothbrush
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色,【BOOX 文石】Palma2 6.13 吋電子閱讀器(翻蓋皮套組),1,13883462,pchome,reader
Logitech 羅技 G502 Hero 高效能電競滑鼠,Logitech 羅技 G G502 X 高效能電競滑鼠-白,0,6206427,pchome,logitechmouse
MSI 微星 PRO MP273L E14 27型 144Hz 美型螢幕,MSI 微星 24型 PRO MP245PG E14 24型 144Hz 1ms 平面旋轉護眼螢幕,0,14372152,pchome,msiscreen
Tefal 特福 法國 爵士系列不沾鍋四件組(炒鍋28+湯鍋16+鍋蓋+鍋鏟),【Tefal 特福】爵士系列30CM不沾鍋深平底鍋,1,7690364,pchome,nonstickpan
Logitech 羅技 K250 無線藍牙鍵盤 石墨黑,Logitech 羅技 MK950 無線鍵盤滑鼠組 - 石墨黑,0,14230897,pchome,logitechkeyboard
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-蒂芬妮藍(28炒+28煎+鏟),【CookPower 鍋寶】金鑽不沾鍋雙鍋輕鬆開伙組(28CM炒鍋+22CM湯鍋+蓋+鏟),1,7684202,pchome,nonstickpan
SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機 4色《公司貨註冊保固1年》,0,11453217,pchome,sonyheadphones
SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,【SONY 索尼】WH-ULT900N 無線重低音降噪耳機,1,12795571,pchome,sonyheadphones
Ultra Go Type-C 雙用隨身碟草本綠256GB(公司貨),Ultra Go Type-C 雙用隨身碟海灣藍64GB(公司貨),0,12076978,pchome,usb
SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),【SONY 索尼】WF-1000XM5 主動式降噪真無線耳機 送統一禮券100,1,TP00066680000021,pchome,sonyheadphones
Logitech 羅技 G PRO 2 LIGHTSPEED 無線電競滑鼠,Logitech 羅技 G PRO X SUPERLIGHT 2 SE 無線輕量化電競滑鼠,0,13244887,pchome,logitechmouse
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14381284,pchome,reader
MSI 微星 MAG 271QP QD-OLED X24 電競螢幕 27吋 240Hz 2k 0.03ms HDR 可旋轉 電腦螢幕 遊戲螢幕,MSI 微星 MAG 271QP QD-OLED X24 平面電競螢幕 (27型/2K/240Hz/0.03ms/QD-OLED/Adaptive),0,14028043,pchome,msiscreen
Logitech 羅技 M650 多工靜音無線藍芽滑鼠-石墨灰,Logitech 羅技 MK235無線滑鼠鍵盤組,0,9779579,pchome,logitechmouse
SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),【SONY 索尼】LinkBuds Fit 真無線降噪耳機 WF-LS910N(公司貨 保固12+6 個月),1,13429702,pchome,sonyheadphones
Logitech 羅技 MK950 無線鍵盤滑鼠組 - 石墨黑,Logitech 羅技 MK650 無線鍵盤滑鼠組 B2B - 石墨黑,0,12719861,pchome,logitechkeyboard
輝葉 Cway沙發按摩椅(腳底/小腿/溫熱/穴位按摩椅 HY-3078),輝葉 WULA超有力小沙發按摩椅(腳底/小腿/溫熱/穴位按摩椅 HY-3068A),0,13845793,pchome,massagechair
Dyson 戴森 V8 origin SV25 無線吸塵器(除螨機/全新升級版/原廠公司貨/二年保固),Dyson 戴森 V8 Focus Mattress origin HH15強勁無線除塵蟎機 手持吸塵器【福利品】,0,13716679,pchome,dysonvacuumcleaner
ESD310C USB3.2/Type C 256GB 雙介面固態行動隨身碟/高速隨身碟-太空黑(TS256GESD310C),ESD310S USB3.2/Type C 512GB 雙介面固態行動隨身碟/高速隨身碟-極光銀(TS512GESD310S),0,11610950,pchome,usb
PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/69 (紫鑽)(電動牙刷),官方直營 Sonicare ProtectiveClean 智能護齦音波震動牙刷HX6803/02(電動牙刷),0,TP00048420000874,pchome,philipstoothbrush
SONY 索尼 [公司貨 保固12個月] WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,0,11269293,pchome,sonyheadphones
Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器(輕量吸塵器/除螨機/原廠公司貨/二年保固),Dyson 戴森 【福利品】Digital Slim Fluffy Extra SV18 輕量無線吸塵器 紫色 超大全配組,0,12243367,pchome,dysonvacuumcleaner
BenQ 明基 TK705i 4K 3000 流明 智慧調光投影機 低延遲三坪機(專用腳座組),BenQ 明基 GV50 雷射智慧微型投影機,0,14383527,pchome,projector
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(公司貨 保固12+6個月),1,14091867,pchome,sonyheadphones
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-銀河藍(28炒+28煎+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,5578529,pchome,nonstickpan
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色,BOOX 文石 Go 6 吋電子閱讀器 - 白色,0,13883312,pchome,reader
Pubu Pubook 2 7.8吋彩色閱讀器｜2025/6/1-2025/9/30搭贈飽讀Lifetime(需活動登錄),Pubu Pubook SE 7.8吋電子閱讀器(單機)開放式系統,0,14119356,pchome,reader
Ultra Go Type-C 雙用隨身碟512GB(公司貨),Ultra Luxe Type-C 雙用隨身碟512GB(公司貨),0,8406662,pchome,usb
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅),0,12697413,pchome,reader
MSI 微星 Modern MD272UPHW 平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),MSI 微星 Modern MD272UPSW 智慧聯網平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),0,13801881,pchome,msiscreen
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14063341,pchome,sonyheadphones
SONY 索尼 WF-C510 真無線藍牙耳機 (公司貨 保固12個月),【SONY 索尼】SONY 真無線藍牙耳機WF-C510(原廠公司貨),1,TP00026420000010,pchome,sonyheadphones
Kleenex 舒潔 棉柔厚韌三層抽取衛生紙 90抽x6包X8串/箱,【Kleenex 舒潔】棉柔厚韌三層抽取衛生紙 90抽x48包/箱 箱購(三層衛生紙),1,12537655,pchome,kleenextoiletpaper
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(公司貨 保固12+6個月),1,14063341,pchome,sonyheadphones
PHILIPS 飛利浦 Sonicare舒適清潔音波電動牙刷HX5070/01(量子黑)+送3刷,歐樂B 飛利浦 Philips 通用款 電動牙刷 刷頭 帶鎖扣外出攜帶盒 收納盒 保護硬殼 旅行硬盒,0,14086479,pchome,philipstoothbrush
MSI 微星 Modern MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,13600921,pchome,msiscreen
Logitech 羅技 M350S 鵝卵石無線滑鼠-珍珠白,Logitech 羅技 M235n無線滑鼠-紅色,0,11964401,pchome,logitechmouse
S003淨水器專用濾心3US-F003-5 一年份超值2入組(適用DS02/DS03系列濾心),極淨倍智淨水系統SD390,0,4540510,pchome,3mwaterpurifier
Logitech 羅技 MX Master 3S 無線滑鼠-石墨灰,Logitech 羅技 MX Anywhere 3S 無線行動滑鼠 - 石墨灰,0,10254365,pchome,logitechmouse
MSI 微星 Modern MD2412PW 平面美型螢幕 (24型/FHD/HDMI/喇叭/IPS),【MSI 微星】Modern MD2412PW 24型 IPS 100Hz 美型平面螢幕-白色(Type-C/內建喇叭/TUV護眼/樞紐旋轉),1,11859909,pchome,msiscreen
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色,【BOOX 文石】Palma2 6.13 吋電子閱讀器,1,13456911,pchome,reader
DataTraveler SE9 G3 512GB USB3.2 Gen1 隨身碟(DTSE9G3/512GB),【Kingston 金士頓】DataTraveler SE9 G3 512GB USB3.2 Gen1 隨身碟(DTSE9G3/512G),1,12510942,pchome,usb
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色,BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色,0,14074175,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,TP00075570000024,pchome,sonyheadphones
DataTraveler Exodia M USB 隨身碟64GB (超值5入),【Kingston 金士頓】DataTraveler ExodiaM DTXM/64GB USB3.2 Gen1 隨身碟(DTXM/64GB),1,10133340,pchome,usb
SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),0,12795571,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組,【HyRead】Gaze Mini+ 6吋電子紙閱讀器,1,12697413,pchome,reader
Kleenex 舒潔 厚三層抽取衛生紙 竹炭萃取 94抽X30包x2箱,Kleenex 舒潔 女性專用濕式衛生紙14張x2包x3組,0,13427146,pchome,kleenextoiletpaper
Kleenex 舒潔 平版式衛生紙(300張x6包x8串/箱),Kleenex 舒潔 8串組-雲柔舒適抽取式衛生紙(100抽x10包/串)2款隨機出貨,0,9041299,pchome,kleenextoiletpaper
HITACHI 日立 《精品冷暖》變頻分離式冷氣 RAS-28YSP_RAC-28YP,HITACHI 日立 《精品冷暖》變頻分離式冷氣 RAS-50YSP_RAC-50YP,0,10945151,pchome,hitachiairconditioner
輝葉 WULA超有力小沙發按摩椅(腳底/小腿/溫熱/穴位按摩椅 HY-3068A),【輝葉】WULA超有力小沙發按摩椅(腳底/小腿/溫熱/穴位按摩椅 HY-3068A),1,9139088,pchome,massagechair
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 [ 公司貨 保固 12 個月] WH CH520 無線藍牙耳罩式耳機,0,TP00026420000042,pchome,sonyheadphones
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機《公司貨註冊保固1年》,SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,0,TP00026420000042,pchome,sonyheadphones
HITACHI 日立 10坪內《冷暖型-優質系列》變頻分離式空調RAS-63YH/RAC-63YH,HITACHI 日立 7-9坪R32精品系列一對一變頻單冷RAC-50SP/RAS-50YSP含運送+標準安裝+舊機回收,0,13533955,pchome,hitachiairconditioner
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,【SONY 索尼】 SONY WH-1000XM6 無線藍牙降噪耳罩式耳機 3色,1,TP00075570000024,pchome,sonyheadphones
MSI 微星 PRO MP251W E2 美型螢幕(25型/FHD/HDMI/IPS/喇叭),MSI 微星 PRO MP273QW E2 美型螢幕(27型/2K/HDMI/DP/喇叭/IPS),0,14400353,pchome,msiscreen
SONY 索尼 INZONE E9 入耳式電競耳機 (IER-G900) 公司貨保固12+6個月,SONY 索尼 INZONE Buds 真無線降噪遊戲耳塞式耳機 WF-G700N,0,14451631,pchome,sonyheadphones
BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色,【BOOX 文石】Go Color 7 Gen II 彩色電子閱讀器(筆套款皮套組),1,14073071,pchome,reader
CookPower 鍋寶 金鑽不沾鍋雙鍋輕鬆開伙組-玫瑰金(28炒+22湯+鏟),CookPower 鍋寶 熔岩厚釜七層鑄造不沾鍋萬用湯鍋18CM-IH/電磁爐適用(含蓋),0,7968387,pchome,nonstickpan
JetFlash930C 256GB Type C高速高耐用雙介面隨身碟 (TS256GJF930C),ESD320A 512GB Type A 高速固態行動隨身碟/高速隨身碟-淡灰色 (TS512GESD320A),0,11049911,pchome,usb
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-銀河藍(28炒+28煎+鏟),【CookPower 鍋寶】金鑽不沾鍋雙鍋四件組-兩色任選(34CM炒鍋含蓋+32CM平底鍋+木鏟),1,6999712,pchome,nonstickpan
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機,【SONY 索尼】WH-CH520 原音重現耳罩式藍芽耳機,1,TP00058280000160,pchome,sonyheadphones
SONY 索尼 WF-C510 IPX4 防水 真無線藍芽耳機,【SONY 索尼】WF-C510 真無線藍牙耳機(台灣公司貨保固12個月),1,13299668,pchome,sonyheadphones
SONY 索尼 [公司貨 保固 12 個月]WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】WH-CH720N 無線降噪耳罩式耳機(公司貨保固12個月),1,11129242,pchome,sonyheadphones
BOOX 文石 Go 6 吋電子閱讀器 - 白色,【BOOX 文石】Go 6 吋電子閱讀器(白色),1,13715495,pchome,reader
Optoma 奧圖碼 SVGA 多功能投影機 S336,Optoma 奧圖碼 Photon Go智慧型便攜超短焦投影機(1200HK流明),0,TP00035040001158,pchome,projector
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,TP00072220000067,pchome,sonyheadphones
ACER 宏碁 HA270 G0 電腦螢幕(27型/FHD/120Hz/1ms/IPS),ACER 宏碁 SB243Y G0 超薄護眼螢幕(24型/FHD/HDMI/喇叭/IPS),0,13022112,pchome,acerscreen
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14361608,pchome,reader
HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14361605,pchome,reader
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14074207,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14091867,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,TP00015680001739,pchome,sonyheadphones
Kleenex 舒潔 Baby Soft 頂級三層抽取式衛生紙 (100抽x24包/袋),Kleenex 舒潔 Baby Soft頂級3層舒適抽取衛生紙x2袋(100抽x24包x2袋),0,10059248,pchome,kleenextoiletpaper
MSI 微星 Modern MD342CQPW 曲面美型螢幕,【MSI 微星】MD342CQP 34型 2K VA護眼曲面螢幕-黑(21:9/1500R/120Hz/喇叭/可調式支架),1,13600921,pchome,msiscreen
Ultra Go Type-C 雙用隨身碟256GB(公司貨),Ultra Go Type-C 雙用隨身碟薰衣草紫512GB(公司貨),0,8452368,pchome,usb
Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器【福利品】,【禾淨家用HG】Dyson Digital Slim 副廠吸塵器配件 LED超聲波噴霧拖地吸頭(吸拖一體 1入/組),0,12243367,pchome,dysonvacuumcleaner
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,0,12083199,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅),0,14074207,pchome,reader
Gillette 吉列 Fusion鋒隱系列刮鬍刀 (1刀架2刀頭),【Gillette 吉列】Fusion 鋒隱系列手動刮鬍刀-1刀架2刀頭(俐落乾淨 持久如新),1,10838995,pchome,shaver
