e1,e2,label,group_id,platform
【契爾氏】官方直營 超進化全能新生超級眼霜28ml(Kiehl’s/輕脂眼霜/緊緻),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD8M-A900G8PXL,momo
【Final】ZE3000 真無線藍牙耳機,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMAF0O-A900H3VFG,momo
【Godox 神牛】AD200 Pro 200W TTL 口袋型 鋰電池 閃光燈/棚燈(公司貨),【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R57600X處理器,0,DGCF2K-A900HEXD7,momo
日本Kiu 64157 南國花鳥 空氣感雨衣/親子雨披/防水斗篷 騎車露營必備 附收納袋(男女適用),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6563145,import
【蘭蔻】官方直營 超未來肌因亮眼精粹霜 15ml(LANCOME/未來眼霜/眼霜/臉部保養),超未來肌因亮眼精粹霜 15ml,1,DDAD0F-A900BJOS6,momo
【Asus 華碩】TufRtx4070O12GGaming 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRADKY-A900GBCKH,import
【Panasonic 國際牌】台灣製578L新一級能源效率三門鋼板冰箱(NR-C582TV-K),無邊框鋼板578公升三門冰箱NR-C582TV-K(晶漾黑),1,DPAC1T-A900BRTY5,momo
【Nintendo 任天堂】NS Switch 瑪利歐vs.咚奇剛 中文版(台灣公司貨),【Nintendo 任天堂】Ns Switch Dobe 多角度摺疊充電底座(Switch專用),0,DGBJBH-A900H7BQE,momo
【L’Occitane 歐舒丹】官方直營 乳油木護手霜150ml(世界暢銷明星商品/保濕),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDCF2W-A900DSJ3U,momo
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),【週期購】倍潔雅柔軟舒適抽取式衛生紙(150抽56包/箱),1,8439204,import
【Rainbow彩虹全球3C 】Rainbow轉接線 Iphone 轉 Lightning音源+Lightning充電 音源轉接線,【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接頭Iphone Xs Max Xr X 12 Pro),1,8514762,import
【RODE】Wireless Me 一對一無線麥克風(RDWIME),WIRELESS ME 無線麥克風 RDWIME 公司貨,1,DGAFAJ-A900G7REA,momo
【Peripower】Mt07 吸盤式行車紀錄器支架(適用 Mio 6/7/C),【Peripower】Mt10 黏貼式行車紀錄器支架(適用 Mio 6/7/C),0,DEBB1D-A900EYTHO,import
【Sulwhasoo 雪花秀】淨透保濕潔顏泡沫200ml(官方直營),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADF0-A900HALF8,momo
【KOSE 高絲】雪肌精 漾活黑酵母精萃亮眼霜15g,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0D-A900G4RAC,momo
【Panasonic 國際牌】496公升三門變頻冰箱(NR-C493TV-K),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DPAC1T-A900FLZWD,momo
微星 Geforce Rtx3060 Ti Ventus 2X 8Gd6X Oc 顯示卡,【Msi 微星】Geforce Rtx 3060 Ti Ventus 2X 8Gd6X Oc 顯示卡,1,10874846,import
【AMD 超微】Ryzen 5 5600GT 6核/12緒 處理器《3.6GHz/19M/65W/AM4》,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DSBC0B-A900H5EFP,momo
【HR 赫蓮娜】官方直營 高效淨化卸妝潔顏乳200ML(卸妝乳推薦),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADN3-A900HB0UT,momo
《馬玉山》有機紅藜麥十穀米(1000G),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,5754842,import
【ANESSA 安耐曬】官方直營 金鑽高效雙享組(金鑽露60mlx2),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD9U-1900HLKQS,momo
Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10386726,import
Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,【Lasko】黑麥克二代4D熱波循環暖氣流多功能陶瓷電暖器(Cc23161Tw),0,9306121,import
【Asus 華碩】DualRtx4070O12G 顯示卡,華碩 DualRtx407012G 顯示卡,1,DRADNO-A900G8IW4,import
倍潔雅 抽取式衛生紙(150抽X10包X6串/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10874262,import
【Gigabyte 技嘉】Geforce Rtx 4070 Aero Oc 12G 顯示卡,技嘉 Geforce Rtx 4070 Aero Oc 12G 顯示卡,1,DRADL2-A900G829N,import
【Arum】Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭(Iphone 11 Pro Xs Max Xr X 8 7 Plus),【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接線 轉接頭 Iphone Xs Max Xr X Plus),0,DYAPAE-A900A8EXV,import
【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),【Redbox】便攜式電動咖啡機 Ycm1803A,1,DMATI3-A900G4DEK,import
Esr億色 Usb TypeC轉3.5Mm 音源轉接線 Efa007O,Esr億色 Usb TypeC轉3.5Mm 音源轉接線 Efa007O,0,9265271,import
【Nikon 尼康】Coolshot 20i GIII 雷射測距望遠鏡  望遠鏡(高爾夫球測距儀 公司貨),Coolshot 20i GIII 測距望遠鏡 雷射測距離 測距望遠鏡 高爾夫球測距 (國祥公司貨),1,DGCB77-A900HQ8MN,momo
【上野物產】台灣義美製作 原味貝果(540G±10%/6個/袋) X3袋,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,7771063,import
【Samsung 三星】Galaxy S24+ 5G 6.7吋(12G/512G/高通驍龍8 Gen3/5000萬鏡頭畫素/AI手機),Galaxy S24+ (12G/512G),1,DYALQH-A900HJAMJ,momo
日本Kiu 88908 Just Get Wet!! 白色 極輕大尺寸 成人斗篷雨衣 附收納袋(男女適用),【Kiu】極輕大尺寸成人斗篷雨衣(88908 Just Get Wet白),1,9606657,import
SanDisk Extreme PRO 512GB microSDXC U3 V30 A2 4K 高速記憶卡(GoPro / 空拍機 適用),【加利王Wuw】TypeC / UsbC 轉3.5Mm 音頻轉接線 X106,0,DGCA05-A900FBHH3,momo
【華陀扶元堂】冰糖純燕窩禮盒X3盒(60G/瓶；6瓶/盒),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBBBBX-A900B3ORL,import
【Godox 神牛】AD200Pro 外拍燈(正成公司貨),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGCF2K-A900HEXD7,momo
【Wiwu】車用音頻轉接線 Aux藍牙音頻線(Usb To 3.5Mm  Yp04),Wiwu 車載音頻轉接線Usb To 3.5Mm Yp04,1,DYAP5N-A900BMSH4,import
【Zotac 索泰】Gaming Geforce Rtx 4060 Ti 8Gb Twin Edge Oc 蜘蛛人™：穿越新宇宙 聯名顯示卡,Asus Tuf Gaming Geforce Rtx 4060 Ti 8Gb Gddr6 Oc Edition 顯示卡,0,DRADLX-A900GCRVN,import
【皇覺】櫻花莓果牛軋雪Q餅1盒,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBACFN-A900FG0WK,import
【聖沛黎洛】天然氣泡礦泉水玻璃瓶裝1000mlx12入/箱,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DBAJ05-A90088PI3,momo
【Sisley 希思黎】官方直營 抗皺活膚御緻眼唇霜15ml(亮眼神器1+1),抗皺活膚御緻眼唇霜 15ml,1,DDAD21-A900HD51M,momo
【CLARINS 克蘭詩】竹子精華身體去角質霜200ml,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD0B-A900AONQI,momo
【Intel 英特爾】Intel Core I5 12400中央處理器 盒裝(六核心),Core I5-12400 六核心 中央處理器 盒裝,1,DRAI3X-A900HFNXG,momo
【Asus 華碩】DualRtx4070O12G 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRADNO-A900G8IW4,import
【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,【Kinyo】迷你陶瓷電暖器(Neh120),0,DCADJ5-A900G4AVY,import
【Sharp 夏普】30L Healsio水波爐/紅(AxXp10TR),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBJ0L-A900DYD3D,import
現貨 DualSense 原廠 充電座 雙手把 PS5 DualSense 適用(台灣保固公司貨 一年保固),SONY PS5原廠 DualSense 雙手把充電座 CFI-ZDS1T,1,DGBJGB-A900GGBQ9,momo
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐星燦銀(AxXw10TS),【限時快閃】Sharp 夏普 Healsio 旗艦水波爐 番茄紅 洋蔥白 AxXp10T,0,DMBJ02-A900G81EZ,import
【Microsoft 微軟】Surface Pro 第11版 13吋-白金(X Plus/16G/256G/W11),【Microsoft 微軟】 Xbox 無線控制器 幻影紫 台灣公司貨,0,DHAY6S-A900HJZM6,momo
【皇覺】紅寶石蔓越莓牛軋雪Q餅1盒,皇覺 紅寶石蔓越莓牛軋雪Q餅1盒,1,DBDA01-A900FGFLO,import
【EVE LOM】全能深層潔淨霜 200ml(內附2條瑪姿林布 國際航空版),全能深層潔淨霜 200ml,1,DDADG0-A900HMB5A,momo
【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,1,DMAA3W-A900G4AW5,import
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10874262,import
【Kiehl’s 契爾氏】集高效清爽UV防護乳 SPF50 PA++++ 30ml(百貨專櫃貨),Coolshot 20i GIII 測距望遠鏡 雷射測距離 測距望遠鏡 高爾夫球測距 (國祥公司貨),0,DDAD8M-A900GSJLY,momo
【SONY 索尼】Xperia 1 VI 5G 6.5吋(12G/512G高通驍龍8 Gen3/4800萬鏡頭畫素),Xperia 1 VI (12G/512G),1,DYAW9T-A900HGZTR,momo
【植村秀】官方直營 黑米精萃潔顏油450ml(Shu uemura/黑油),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDBH2F-A900HC5H8,momo
【MSI 微星】Katana A17 AI B8VE-838TW-SP2 17.3吋 黑 特仕筆電(R7 8845HS/16G+16G/1TB PCIE/RTX4050 6G/W11),背光鍵盤 CreatorPro 16 AI Studio A1VJG-070TW 16吋繪圖筆電,0,DHABGS-A900HN92K,momo
【BOSE】SoundLink Max IP67 防水防塵 可攜式音箱 藍牙揚聲器 暮色藍,【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接頭Iphone Xs Max Xr X 12 Pro),0,DGCT1A-A900HLJJ8,momo
【Kinyo】擺頭式Ptc陶瓷電暖器(Neh120)速熱/快暖/安靜,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10913466,import
Sampo 聲寶可壁掛陶瓷防水電暖器 HxFk12P,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10811899,import
《馬玉山》無添加蔗糖紅藜麥紅豆核桃飲(30G*12入/袋)~全新上市,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8357817,import
【KOSE 高絲】雪肌精漾活黑酵母精萃亮眼霜15ml(專櫃公司貨),雪肌精漾活黑酵母精萃亮眼霜15ml (正統公司貨),1,DDAD0D-A900G4RAC,momo
現貨 DualSense 原廠 充電座 雙手把 PS5 DualSense 適用(台灣保固公司貨 一年保固),Mio 原廠 吸盤式固定支架,0,DGBJGB-A900GGBQ9,momo
【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,1,DCADJ5-A900G4ANZ,import
【Keola】經典手工原味雪Q餅2入(180公克),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBDA01-A900EP287,import
【SK-II】肌活能量眼霜 15g(專櫃公司貨),肌活能量眼霜15g - 大眼霜全新改版(正統公司貨),1,DDAD2O-A900BTHPI,momo
【寶拉珍選】2%水楊酸身體乳210ml+10%果酸身體乳210ml(Paulas Choice/限量水果組),2%水楊酸身體乳210ml+10%果酸身體乳210ml,1,DDDE03-1900GFF21,momo
【HUAWEI 華為】WATCH GT 4 46 mm 星雲灰 - 316L不銹鋼錶帶,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYAK5O-A900HEEX7,momo
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,7728331,import
【sisley】活膚御緻駐顏霜50ml(平行輸入),活膚御緻駐顏霜50ml,1,DDAD21-A900FOIIU,momo
正負零±0 迷你陶瓷電暖器XhhY120 (黃),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,5224172,import
【Panasonic 國際牌】170L直立式冷凍櫃(NR-FZ170A-S),170公升直立式冷凍櫃 NR-FZ170A-S,1,DPAC1T-A900ALMTN,momo
【植村秀】官方直營 柚子精萃卸妝潔顏油150ml(Shu uemura/卸妝油),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDBH2F-A900ESI5Q,momo
【Atake】Lightning轉3.5Mm音源轉接線 (聽音樂+線控+通話),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10636574,import
【AMD 超微】AMD 6核 Ryzen5 9600X 3.9GHz,Ryzen 5-9600X 3.9GHz 6核心 中央處理器,1,DRAI7E-A900HP6MO,momo
【易智快充】30W埋入式Usb快充插座面板(For Panasonic™ 星光™系列),【易智快充】30W埋入式Usb插座面板(UsbA、TypeC) For Panasonic® 星光®系列,1,DEAC0Q-A900FW16Z,import
【i-Rocks】T07 Plus人體工學椅 專用椅墊 C07P,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DCAK5G-A900FFE9Z,momo
【Acer 宏碁】全新拆封品★16吋14代i5 RTX4060電競筆電(Predator/PHN16-72-5984/i5-14500HX/16G/512G/W11),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DHABBA-A900HWBMW,momo
【SanDisk 晟碟】64GB 200MB/s Extreme Pro microSDXC U3 V30 A2 記憶卡(平輸 附轉卡),ExtremePRO microSDXC UHS-I 64GB 記憶卡(公司貨),1,DGCA05-A900F8U2N,momo
【皇覺】巧克力可可牛軋雪Q餅1盒,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBACFN-A900FG10P,import
【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,0,DCACHS-A900C47A1,import
【Sharp 夏普】30L Healsio水波爐/白(AxXp10TW),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DMBJ02-A900F6RWH,import
【SHISEIDO 資生堂】尿素10%護膚霜100g(保濕),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDBE0R-A900HH18W,momo
【Nintendo 任天堂】Switch 健身拳擊 feat. 初音未來 與未來一起鍛鍊 減重拳擊(中文版),NS《Fitness Boxing feat. 初音Miku》中文版,1,DGCW13-A900HN7OS,momo
【Kingston 金士頓】XS2000 4TB Type-C USB 3.2 Gen 2x2 外接式ssd固態硬碟 銀(SXS2000/4000G),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAAE2-A900HIAKH,momo
【WHOO 后】官方直營 拱辰享山茶花保濕晚安面膜100ml,拱辰享山茶花保濕晚安面膜 100ML,1,DDADGV-A900APWC5,momo
【COSME DECORTE 黛珂】超微導全能亮眼精粹20ml+超微導全能修護精粹6ml*2(專櫃公司貨),【COSME 】AQ煥妍緊緻眼霜15g (正統公司貨),0,DDAD0R-A900GHYBA,momo
【Cheero】快充版阿愣13400Mah雙輸出行動電源(原色),【Cheero】快充版阿愣13400Mah雙輸出行動電源(原色),0,DYAO0R-A9009Y5TJ,import
【ADATA 威剛】XPG GAMMIX S70 PRO 2TB [白]PCIe 4.0 M.2 2280固態硬碟/五年保,XPG GAMMIX S60 Pro 2TB PCIe 4.0 (黑) 固態硬碟/台灣製(AS60PRO-2TCS),0,DSBC7E-A900GPBYK,momo
【Remax】Rpp20 15000Mah 18W Pd快充 四孔輸出行動電源(自帶線/手機支架/電量顯示),Remax Rpp20 四合一行動電源 15000Mah Pd Qc3.0,1,DYAO44-A900G163I,import
【ASUS 華碩】X1504VA-0021B1335U 15.6吋特仕筆電 （i5-1335U/8G+16G/1T/W11）,Vivobook 15 X1504VA-0021B1335U 藍 (i5-1335U/8G+8G/512GB SSD/Win11/15.6吋) 特仕筆電,1,DHABB0-A900GIGI8,momo
【KOSE 高絲】雪肌精靚白洗顏乳140ml(專櫃公司貨),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0D-A900BOF13,momo
【收藏家】425公升電子防潮箱(AXH-450T 專業資產保管系列),425公升電子防潮箱(AXH-450T 專業資產保管系列),1,DGBK4O-A900ET2Y8,momo
【Arden 雅頓】綠茶身體乳500ml(平行輸入),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD08-A900C8PXU,momo
Htc 原廠 UsbC 對 3.5Mm 耳機插孔轉接器 (台灣盒裝拆售款),Mio 原廠 吸盤式固定支架,0,8097422,import
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包6袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9481000,import
【GIGABYTE 技嘉】AORUS 16X AKG-53TWC54SH 16吋 灰(i7-14650HX/16G DDR5/1TB PCIE/RTX4060 8G/W11),AORUS 16X AKG-53TWC54SH 灰(i7-14650HX/16G/1TB SSD/RTX4060 8G/W11/16)筆電,1,DHABCI-A900H9K28,momo
【Gigabyte 技嘉】Geforce Rtx 3060 Gaming Oc 12G Rev. 2.0顯示卡,技嘉 Geforce Rtx 3060 Windforce Oc 12G 顯示卡,0,DRADL2-A900GBJD8,import
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐星燦銀(AxXw10TS),Sharp 夏普  30公升 Healsio AxXp10T 旗艦水波爐,0,DMBJ02-A900G81EZ,import
【AMD 超微】AMD 6核 Ryzen5 9600X 3.9GHz,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DRAI7E-A900HP6MO,momo
【MIKIMOTO 御木本】美肌保養粉6g*2(專櫃公司貨),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADC4-A900HFNRY,momo
【WHOO 后】拱辰享賦活保濕防曬露 13ML x 4（專櫃公司貨）,拱辰享賦活保濕防曬露 13ML x 4,1,DDADGV-A900HQMTW,momo
【皇覺】土精靈花生牛軋雪Q餅5盒,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBACFN-A900FG0ZU,import
【Sharp 夏普】30L Healsio炙燒水波爐(AxXp10T 兩色可選),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBM0G-A900G47A3,import
【Melvita 蜜葳特】王者玫瑰凝水潔顏油(145ml),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDADEI-A900FEYVK,momo
【廣生堂】原珍冰糖燕窩飲60Ml(6入禮盒組),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBBAAA-A900FZ4W2,import
【BOSE】QuietComfort Ultra  耳機襯墊 霧白色,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGCT1B-A900HEWNU,momo
【台灣霓虹】Usb立體聲音效卡轉3.5Mm耳麥,【台灣霓虹】Usb立體聲音效卡轉3.5Mm耳麥,0,DCAC1A-A900C0I8A,import
【Esr 億色】Usb TypeC轉3.5Mm音源轉接線 Efa007O,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DYAPAI-A900BPTL0,import
【KOSE 高絲】雪肌精  輕水感UV防曬乳組 60g+洗顏霜20g(SPF50+/PA++++ 海洋友善),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDCM00-A900HAG2I,momo
【植村秀】官方直營 黑米精萃潔顏油150ml(Shu uemura/黑油/品牌日),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDBH2F-A900HHZX7,momo
【Estee Lauder 雅詩蘭黛】特潤超導全方位修護露50ml(No.1小棕瓶 彈嫩發光/精華液/IU摯愛),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD2P-A900BR0Y6,momo
【Logitech 羅技】MX Keys S無線智能鍵盤滑鼠組,MX KEYS S COMBO 無線智能鍵盤滑鼠組-石墨灰,1,DSAR0O-A900GEHAA,momo
Sampo聲寶陶瓷式電暖器 HxFd06P,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9455453,import
【APIVITA】純淨茉莉滋養潤膚乳 200ml,拱辰享清潤卸妝油 200ml,0,DDADNN-A900F5DWC,momo
【SONY 索尼】PlayStation VR2 (PS VR2) Sense控制器充電座(CFI-ZSS1T),VR2 (PS VR2) 頭戴裝置《地平線 山之呼喚》組合包,0,DGBJO1-A900GF4Y9,momo
【COSME DECORTE 黛珂】AQ完美精質卸妝霜10ml*5(專櫃公司貨),【COSME 】AQ完美精質極燦眼霜2g*2 (正統公司貨),0,DDAD0R-A900HN832,momo
【Dior 迪奧】緹花全能修護霜50ml(國際航空版),緹花全能修護霜(50ml)-國際航空版,1,DDAD10-A900HRQUQ,momo
日本Kiu 163911 米色 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9606654,import
【契爾氏】官方直營 超進化全能修護超級乳霜50ml組(Kiehl’s/維他命A奶霜/小臉 緊緻),【KIEHLS】超進化全能修護超級乳霜50ml - 贈品標示 (正統公司貨),1,DDAD8M-A900BN3CD,momo
【WHOO 后】官方直營 拱辰享清潤卸妝油200ml,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDBH4B-A900BCSPK,momo
【ORIGINS 品木宣言】駐顏有樹全效撫紋A醇眼霜15ml,駐顏有樹全效撫紋A醇眼霜 15ML,1,DDAD0A-A900GGLPV,momo
【Hp 惠普】Inktank 115 相片連供印表機,【Hp 惠普】搭1組1黑3彩墨水★Inktank 115 噴墨相片連供印表機(列印),0,10214237,import
便攜滴漏式電動手沖咖啡機,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,9457337,import
倍潔雅 抽取式衛生紙(100抽14包/袋),【倍潔雅】柔軟舒適抽取式衛生紙(100抽84包/箱),1,10294967,import
ブラボ一ユ一Switch Usb充電主機底座散熱冷卻風扇,ブラボ一ユ一Switch Usb充電主機底座散熱冷卻風扇,0,7771860,import
【WHOO 后】官方直營 拱辰享山茶花保濕晚安面膜100ml,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDADGV-A900APWC5,momo
【Arden 雅頓】21天霜75mlX 2入組(平行輸入),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAH8T-A900FMCNU,momo
【Sisley 希思黎】抗皺活膚御緻眼唇霜15ml(平行輸入),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD21-A900HD51M,momo
【Apple】iPhone 16 Pro Max(512G/6.9吋),iPhone 16 Pro Max (256G),0,DYAJMB-1900HXGQ9,momo
日本Kiu 163926 薄荷綠 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8847988,import
【澳洲 G&M】卡卡杜玻尿酸水潤潔面慕斯(3入組 150ml/瓶-專業級),【澳洲 】卡卡杜玻尿酸水潤潔面慕斯(2入組 150ml/瓶-專業級),0,DDAONT-A900BEE8K,momo
【Canon】搭1黑高容量墨水匣PG-740XL★PIXMA MG3670 多功能相片複合機-睛豔紅(影印/列印/掃描),PIXMA MG3670 多功能相片複合機 [睛豔紅]+PG-740 墨水匣(1黑),1,DSAQC6-A900G8Q20,momo
【Panasonic 國際牌】385公升新一級能源效率三門變頻冰箱-晶鑽白(NR-C384HV-W1),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DPAC1T-A900GQ6MI,momo
【SONY 索尼】WF-1000XM5 旗艦真無線藍芽耳機(台灣公司貨保固12+6),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DYAQFN-A900GISCS,momo
【Atake】Lightning 轉3.5Mm音源轉接線 (聽音樂+線控),蘋果 3.5Mm 轉 Lightning 轉接線(Apple耳機 Iphone 轉接線 轉接可同時充電 聽歌通話 音頻轉接器),1,10636574,import
【Vention 威迅】Micro Usb 轉 3.5Mm Aux音頻線 1M(Bdg系列),Vention 威迅 Bdg系列 Micro Usb 轉 3.5Mm Aux音頻線 1M,1,DCAC3P-A900B8DER,import
Office 2021★【DELL 戴爾】15吋i5輕薄筆電(Inspiron 15-3530-R4508STW/i5-1334U/8G/512G/W11/銀色),【繪圖板組】 Inspiron 15-3530-R1508STW 13 代 intel  支援SSD+HDD  120Hz  微邊框,1,DHAI9E-1900HJIF0,momo
【VXTRA】聯想 Lenovo Tab P12 TB370FU 12.7吋 經典皮紋 三折平板保護皮套,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAG01-A900GXNY2,momo
Sampo 聲寶陶瓷式電暖器 HxFd06P,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,10656027,import
【Panasonic 國際牌】610公升新一級能源效率三門變頻冰箱-絲紋灰(NR-C611XV-L),無邊框鋼板610公升四門冰箱NR-D611XV-L 絲紋灰(PChome獨家色),1,DPAC1T-A900AVR5Q,momo
